sale_id,seller_id,city_id,sale_amount
147,4,3,388.98
148,2,5,388.98
149,3,5,388.98
150,5,2,388.98
151,4,3,388.98
152,3,4,388.98
153,2,2,388.98
154,1,1,388.98
155,4,3,388.98
156,4,1,388.98
157,5,5,388.98
158,2,2,388.98
159,3,5,388.98
160,1,2,388.98
161,1,5,388.98
162,4,3,388.98
163,1,1,388.98
164,4,4,388.98
165,5,5,388.98
166,5,4,388.98
167,4,2,388.98
168,1,4,388.98
169,4,5,388.98
170,2,1,388.98
171,2,1,388.98
172,3,4,388.98
173,5,2,388.98
174,1,5,388.98
175,4,4,388.98
176,2,3,388.98
177,1,4,388.98
178,3,4,388.98
179,5,2,388.98
180,2,3,388.98
181,3,4,388.98
182,1,4,388.98
183,1,2,388.98
184,5,4,388.98
185,2,3,388.98
186,1,2,388.98
187,4,5,388.98
188,2,5,388.98
189,1,5,388.98
190,1,2,388.98
191,4,1,388.98
192,1,1,388.98
193,5,3,388.98
194,1,5,388.98
195,1,3,388.98
196,4,5,388.98
197,5,2,388.98
198,2,5,388.98
199,4,1,388.98
200,4,5,388.98
201,4,4,388.98
202,4,3,388.98
203,5,5,388.98
204,2,3,388.98
205,1,3,388.98
206,5,2,388.98
207,5,4,388.98
208,3,4,388.98
209,4,3,388.98
210,5,5,388.98
211,2,1,388.98
212,4,2,388.98
213,3,3,388.98
214,1,2,388.98
215,5,1,388.98
216,4,4,388.98
217,5,4,388.98
218,1,5,388.98
219,4,4,388.98
220,4,5,388.98
221,1,1,388.98
222,2,2,388.98
223,5,5,388.98
224,5,1,388.98
225,5,4,388.98
226,1,1,388.98
227,2,4,388.98
228,2,2,388.98
229,1,4,388.98
230,3,4,388.98
231,3,5,388.98
232,4,3,388.98
233,3,5,388.98
234,1,3,388.98
235,3,3,388.98
236,1,4,388.98
237,3,2,388.98
238,2,1,388.98
239,1,4,388.98
240,2,3,388.98
241,2,2,388.98
242,3,3,388.98
243,1,1,388.98
244,2,3,388.98
245,3,4,388.98
246,4,4,388.98
247,3,5,388.98
248,1,3,388.98
249,3,5,388.98
250,2,2,388.98
251,5,2,388.98
252,1,1,388.98
253,3,1,388.98
254,1,2,388.98
255,5,5,388.98
256,2,4,388.98
257,2,3,388.98
258,4,2,388.98
259,5,2,388.98
260,1,1,388.98
261,5,3,388.98
262,3,2,388.98
263,4,3,388.98
264,2,2,388.98
265,4,2,388.98
266,1,2,388.98
267,1,3,388.98
268,4,4,388.98
269,5,2,388.98
270,1,1,388.98
271,3,4,388.98
272,3,4,388.98
273,3,3,388.98
274,4,1,388.98
275,3,5,388.98
276,5,3,388.98
277,4,4,388.98
278,3,3,388.98
279,5,1,388.98
280,5,5,388.98
281,1,5,388.98
282,4,4,388.98
283,5,4,388.98
284,5,5,388.98
285,5,3,388.98
286,4,1,388.98
287,4,1,388.98
288,5,1,388.98
289,3,1,388.98
290,3,1,388.98
291,5,4,388.98
292,3,3,388.98
293,5,2,388.98
294,4,4,388.98
295,3,5,388.98
296,5,4,388.98
297,2,2,388.98
298,3,2,388.98
299,3,4,388.98
300,2,1,388.98
301,2,4,388.98
302,3,4,388.98
303,5,4,388.98
304,3,5,388.98
305,2,2,388.98
306,4,3,388.98
307,3,3,388.98
308,3,4,388.98
309,4,3,388.98
310,5,5,388.98
311,4,4,388.98
312,4,2,388.98
313,5,2,388.98
314,1,2,388.98
315,2,1,388.98
316,5,5,388.98
317,2,2,388.98
318,1,3,388.98
319,4,2,388.98
320,2,3,388.98
321,3,2,388.98
322,4,3,388.98
323,1,5,388.98
324,2,4,388.98
325,3,3,388.98
326,2,3,388.98
327,2,4,388.98
328,5,5,388.98
329,1,1,388.98
330,4,5,388.98
331,3,3,388.98
332,2,1,388.98
333,5,4,388.98
334,4,4,388.98
335,4,2,388.98
336,4,4,388.98
337,3,2,388.98
338,5,2,388.98
339,3,2,388.98
340,3,2,388.98
341,1,3,388.98
342,1,4,388.98
343,2,2,388.98
344,1,5,388.98
345,3,5,388.98
346,4,2,388.98
347,5,3,388.98
348,4,3,388.98
349,3,1,388.98
350,4,4,388.98
351,4,1,388.98
352,5,2,388.98
353,1,1,388.98
354,4,4,388.98
355,2,5,388.98
356,1,4,388.98
357,1,4,388.98
358,1,2,388.98
359,1,5,388.98
360,3,2,388.98
361,4,4,388.98
362,5,5,388.98
363,4,3,388.98
364,3,5,388.98
365,1,5,388.98
366,1,5,388.98
367,5,5,388.98
368,5,3,388.98
369,5,2,388.98
370,1,5,388.98
371,4,5,388.98
372,2,5,388.98
373,2,2,388.98
374,4,5,388.98
375,3,4,388.98
376,1,4,388.98
377,4,2,388.98
378,3,3,388.98
379,4,3,388.98
380,1,4,388.98
381,4,4,388.98
382,5,1,388.98
383,2,4,388.98
384,2,3,388.98
385,1,4,388.98
386,5,4,388.98
387,2,3,388.98
388,1,5,388.98
389,2,1,388.98
390,2,5,388.98
391,2,5,388.98
392,2,3,388.98
393,2,3,388.98
394,1,2,388.98
395,5,2,388.98
396,2,5,388.98
397,1,2,388.98
398,5,3,388.98
399,2,1,388.98
400,5,2,388.98
401,1,5,388.98
402,2,3,388.98
403,5,2,388.98
404,1,5,388.98
405,3,1,388.98
406,3,4,388.98
407,2,4,320.81
408,2,3,320.81
409,2,3,320.81
410,3,4,320.81
411,4,2,320.81
412,4,4,320.81
413,2,4,320.81
414,2,2,320.81
415,3,2,320.81
416,1,5,320.81
417,3,3,320.81
418,4,3,320.81
419,5,3,320.81
420,1,1,320.81
421,4,2,320.81
422,1,4,320.81
423,4,1,320.81
424,1,3,320.81
425,2,3,320.81
426,2,4,320.81
427,3,5,320.81
428,3,1,320.81
429,1,3,320.81
430,1,2,320.81
431,2,5,320.81
432,4,1,320.81
433,4,3,320.81
434,2,5,320.81
435,2,4,320.81
436,3,1,320.81
437,4,5,320.81
438,2,1,320.81
439,1,5,320.81
440,3,3,320.81
441,3,5,320.81
442,2,4,320.81
443,3,1,320.81
444,2,5,320.81
445,5,5,320.81
446,5,3,320.81
447,3,5,320.81
448,1,1,320.81
449,3,3,320.81
450,4,4,320.81
451,1,4,320.81
452,3,3,320.81
453,5,5,320.81
454,5,3,320.81
455,1,1,320.81
456,3,3,320.81
457,1,1,320.81
458,4,1,320.81
459,5,1,320.81
460,2,1,320.81
461,5,3,320.81
462,1,2,320.81
463,2,4,320.81
464,2,3,320.81
465,2,5,320.81
466,2,1,320.81
467,3,2,320.81
468,1,2,320.81
469,3,1,320.81
470,2,2,320.81
471,5,2,320.81
472,3,2,320.81
473,5,2,320.81
474,4,1,320.81
475,2,1,320.81
476,4,3,320.81
477,1,1,320.81
478,4,4,320.81
479,4,5,320.81
480,4,4,320.81
481,5,5,320.81
482,4,1,320.81
483,2,3,320.81
484,1,1,320.81
485,4,2,320.81
486,2,2,320.81
487,4,3,320.81
488,5,5,320.81
489,2,2,320.81
490,1,4,320.81
491,5,5,320.81
492,4,3,320.81
493,2,1,320.81
494,5,3,320.81
495,1,2,320.81
496,5,5,320.81
497,5,5,320.81
498,1,1,320.81
499,1,1,320.81
500,1,1,320.81
501,3,3,320.81
502,3,3,320.81
503,5,2,320.81
504,2,4,320.81
505,1,4,320.81
506,1,5,320.81
507,1,4,320.81
508,2,2,320.81
509,2,1,320.81
510,4,1,320.81
511,3,3,320.81
512,2,2,320.81
513,2,5,320.81
514,1,1,320.81
515,5,5,320.81
516,1,4,320.81
517,2,1,320.81
518,5,1,320.81
519,5,2,320.81
520,4,1,320.81
521,1,4,320.81
522,3,4,320.81
523,3,1,320.81
524,3,4,320.81
525,3,4,320.81
526,2,3,320.81
527,4,2,320.81
528,4,2,320.81
529,3,3,320.81
530,2,1,320.81
531,5,4,320.81
532,2,4,320.81
533,2,5,320.81
534,3,1,320.81
535,3,1,320.81
536,5,3,320.81
537,3,5,320.81
538,3,1,320.81
539,2,1,320.81
540,2,1,320.81
541,2,3,320.81
542,5,1,320.81
543,2,4,320.81
544,5,2,320.81
545,2,4,320.81
546,1,5,320.81
547,1,4,320.81
548,3,3,320.81
549,2,2,320.81
550,3,1,320.81
551,1,5,320.81
552,1,5,320.81
553,4,1,320.81
554,1,5,320.81
555,5,5,320.81
556,3,2,320.81
557,1,3,320.81
558,1,5,320.81
559,1,1,320.81
560,1,3,320.81
561,1,2,320.81
562,1,5,320.81
563,3,5,320.81
564,4,1,320.81
565,4,2,320.81
566,5,4,320.81
567,1,5,320.81
568,3,4,320.81
569,3,1,320.81
570,3,1,320.81
571,1,3,320.81
572,2,4,320.81
573,3,4,320.81
574,3,2,320.81
575,4,2,320.81
576,2,2,320.81
577,1,4,320.81
578,2,5,320.81
579,5,5,320.81
580,1,2,320.81
581,1,4,320.81
582,4,1,320.81
583,4,4,320.81
584,2,2,320.81
585,4,4,320.81
586,3,2,320.81
587,2,1,320.81
588,5,5,320.81
589,4,1,320.81
590,4,3,320.81
591,5,1,320.81
592,5,2,320.81
593,3,5,320.81
594,3,3,320.81
595,5,5,320.81
596,5,3,320.81
597,2,1,320.81
598,1,4,320.81
599,5,1,320.81
600,5,5,320.81
601,1,5,320.81
602,2,2,320.81
603,4,2,320.81
604,3,1,320.81
605,1,1,320.81
606,1,1,320.81
607,4,5,320.81
608,1,1,320.81
609,5,5,320.81
610,1,4,320.81
611,2,1,320.81
612,2,2,320.81
613,3,3,320.81
614,5,3,320.81
615,4,4,320.81
616,4,4,320.81
617,3,3,320.81
618,1,1,320.81
619,1,5,320.81
620,1,2,320.81
621,2,2,320.81
622,1,4,320.81
623,5,5,320.81
624,3,2,320.81
625,1,1,320.81
626,3,2,320.81
627,2,4,320.81
628,5,3,320.81
629,5,3,320.81
630,2,2,320.81
631,5,4,320.81
632,4,3,320.81
633,1,4,320.81
634,4,3,320.81
635,3,5,320.81
636,3,5,320.81
637,3,5,320.81
638,5,4,320.81
639,2,1,320.81
640,5,2,320.81
641,3,5,320.81
642,5,1,320.81
643,3,3,320.81
644,1,4,320.81
645,1,4,320.81
646,5,4,320.81
647,1,2,320.81
648,1,4,320.81
649,3,3,320.81
650,1,1,320.81
651,1,2,320.81
652,2,2,320.81
653,3,1,320.81
654,3,1,320.81
655,2,1,320.81
656,2,3,320.81
657,5,1,320.81
658,4,1,320.81
659,3,5,320.81
660,2,5,320.81
661,2,2,320.81
662,2,1,320.81
663,2,5,320.81
664,4,3,320.81
665,1,1,320.81
666,2,4,320.81
667,1,5,320.81
668,4,3,320.81
669,1,1,320.81
670,4,5,320.81
671,2,4,320.81
672,2,1,320.81
673,5,4,320.81
674,1,2,320.81
675,5,3,320.81
676,3,1,320.81
677,4,5,320.81
678,5,5,320.81
679,4,4,320.81
680,5,2,320.81
681,1,1,320.81
682,5,5,320.81
683,3,2,320.81
684,3,1,320.81
685,2,1,320.81
686,3,1,320.81
687,5,1,320.81
688,3,3,320.81
689,2,4,320.81
690,1,1,320.81
691,3,3,320.81
692,5,1,320.81
693,2,5,320.81
694,2,2,320.81
695,5,2,320.81
696,2,3,320.81
697,3,5,320.81
698,5,2,320.81
699,4,4,320.81
700,1,4,320.81
701,5,3,320.81
702,3,2,320.81
703,5,3,320.81
704,1,5,320.81
705,2,3,320.81
706,3,5,320.81
707,4,5,320.81
708,5,2,320.81
709,3,2,320.81
710,3,2,320.81
711,5,5,320.81
712,1,4,320.81
713,2,4,320.81
714,5,2,320.81
715,3,1,320.81
716,1,2,320.81
717,2,1,320.81
718,4,4,320.81
719,1,2,320.81
720,2,2,320.81
721,5,1,320.81
722,5,5,320.81
723,2,1,320.81
724,2,5,320.81
725,4,2,320.81
726,5,4,320.81
727,1,5,320.81
728,3,4,320.81
729,2,1,320.81
730,1,1,320.81
731,4,3,320.81
732,5,3,320.81
733,2,1,320.81
734,4,4,320.81
735,4,3,320.81
736,4,1,320.81
737,1,2,320.81
738,5,1,320.81
739,3,1,320.81
740,1,5,320.81
741,2,5,320.81
742,5,1,320.81
743,3,4,320.81
744,5,2,320.81
745,2,3,320.81
746,1,4,320.81
747,3,2,320.81
748,5,1,320.81
749,4,5,320.81
750,3,4,320.81
751,1,3,320.81
752,4,5,320.81
753,2,1,320.81
754,1,3,320.81
755,3,5,320.81
756,5,3,320.81
757,3,1,320.81
758,3,2,320.81
759,1,1,320.81
760,5,4,320.81
761,1,3,320.81
762,1,1,320.81
763,3,1,320.81
764,4,1,320.81
765,5,2,320.81
766,2,1,320.81
767,1,2,320.81
768,3,2,320.81
769,2,3,320.81
770,1,2,320.81
771,3,4,320.81
772,3,2,320.81
773,4,5,320.81
774,3,1,320.81
775,2,3,320.81
776,4,4,320.81
777,3,4,320.81
778,4,4,320.81
779,2,1,320.81
780,3,2,320.81
781,5,4,320.81
782,5,5,320.81
783,5,1,320.81
784,4,5,320.81
785,3,3,320.81
786,1,5,320.81
787,5,5,320.81
788,4,1,320.81
789,3,5,320.81
790,3,4,320.81
791,5,3,320.81
792,3,1,320.81
793,1,3,320.81
794,4,3,320.81
795,1,2,320.81
796,1,1,320.81
797,4,5,320.81
798,2,4,320.81
799,3,1,320.81
800,3,5,320.81
801,5,3,320.81
802,4,2,320.81
803,1,1,320.81
804,4,1,320.81
805,3,4,320.81
806,4,5,320.81
807,5,4,320.81
808,2,2,320.81
809,5,2,320.81
810,1,5,320.81
811,5,2,320.81
812,5,4,320.81
813,4,2,320.81
814,5,3,320.81
815,2,2,320.81
816,3,4,320.81
817,2,3,320.81
818,1,1,320.81
819,4,2,320.81
820,1,2,320.81
821,2,2,320.81
822,2,1,320.81
823,2,1,320.81
824,1,3,320.81
825,1,1,320.81
826,3,4,320.81
827,4,4,320.81
828,4,1,248.66
829,3,1,248.66
830,3,1,248.66
831,1,1,248.66
832,3,1,248.66
833,2,5,248.66
834,4,5,248.66
835,1,2,248.66
836,5,5,248.66
837,4,5,248.66
838,5,5,248.66
839,4,3,248.66
840,5,5,248.66
841,1,2,248.66
842,4,3,248.66
843,4,4,248.66
844,3,4,248.66
845,2,1,248.66
846,5,4,248.66
847,5,4,248.66
848,5,1,248.66
849,4,1,248.66
850,2,3,248.66
851,5,4,248.66
852,4,4,248.66
853,5,4,248.66
854,2,1,248.66
855,1,3,248.66
856,3,2,248.66
857,5,4,248.66
858,5,4,248.66
859,1,2,248.66
860,4,5,248.66
861,1,5,248.66
862,2,4,248.66
863,1,1,248.66
864,5,5,248.66
865,3,1,248.66
866,5,4,248.66
867,4,5,248.66
868,3,1,248.66
869,4,4,248.66
870,4,3,248.66
871,1,3,248.66
872,5,2,248.66
873,1,2,248.66
874,5,1,248.66
875,2,5,248.66
876,3,1,248.66
877,3,4,248.66
878,5,3,248.66
879,3,1,248.66
880,4,4,248.66
881,2,5,248.66
882,1,1,248.66
883,3,2,248.66
884,2,4,248.66
885,4,5,248.66
886,3,5,248.66
887,3,2,248.66
888,4,5,248.66
889,3,5,248.66
890,4,2,248.66
891,1,4,248.66
892,1,2,248.66
893,4,4,248.66
894,1,4,248.66
895,4,3,248.66
896,1,4,248.66
897,3,2,248.66
898,4,4,248.66
899,3,3,248.66
900,3,5,248.66
901,3,1,248.66
902,2,5,248.66
903,1,5,248.66
904,2,4,248.66
905,3,3,248.66
906,4,1,248.66
907,2,5,248.66
908,4,1,248.66
909,1,4,248.66
910,4,5,248.66
911,5,4,248.66
912,1,1,248.66
913,5,1,248.66
914,3,4,248.66
915,1,3,248.66
916,1,3,248.66
917,3,1,248.66
918,3,2,248.66
919,3,4,248.66
920,5,4,248.66
921,2,1,248.66
922,1,4,248.66
923,4,4,248.66
924,3,5,248.66
925,2,2,248.66
926,4,3,248.66
927,5,3,248.66
928,2,5,248.66
929,2,4,248.66
930,2,4,248.66
931,5,1,248.66
932,5,5,248.66
933,4,1,248.66
934,3,1,248.66
935,5,3,248.66
936,1,5,248.66
937,1,5,248.66
938,3,3,248.66
939,5,3,248.66
940,5,3,248.66
941,4,4,248.66
942,2,3,248.66
943,1,4,248.66
944,4,2,248.66
945,4,3,248.66
946,1,5,248.66
947,5,2,248.66
948,4,4,248.66
949,3,5,248.66
950,5,3,248.66
951,5,5,248.66
952,5,2,248.66
953,1,4,248.66
954,3,1,248.66
955,1,4,248.66
956,2,2,248.66
957,5,3,248.66
958,5,5,248.66
959,1,3,248.66
960,4,3,248.66
961,5,5,248.66
962,5,1,248.66
963,5,1,248.66
964,1,5,248.66
965,1,3,248.66
966,4,1,248.66
967,5,5,248.66
968,4,1,248.66
969,5,4,248.66
970,4,1,248.66
971,5,2,248.66
972,4,2,248.66
973,4,5,248.66
974,2,2,248.66
975,4,2,248.66
976,2,3,248.66
977,5,1,248.66
978,1,2,248.66
979,3,4,248.66
980,5,4,248.66
981,1,4,248.66
982,3,3,248.66
983,5,4,248.66
984,5,5,248.66
985,1,5,248.66
986,1,2,248.66
987,3,1,248.66
988,4,2,248.66
989,4,2,248.66
990,2,5,248.66
991,4,1,248.66
992,2,1,248.66
993,2,5,248.66
994,2,5,248.66
995,2,1,248.66
996,5,5,248.66
997,1,3,248.66
998,2,1,248.66
999,4,3,248.66
1000,2,2,248.66
